Level_Code,University,City,Course,Faculty,Int_Fees,Local_Fees,Currency,Currency_Time,Duration,Duration_Time,Full_Time,Part_Time,Prerequisite_1,Prerequisite_1_grade_1,Prerequisite_2,Prerequisite_2_grade_2,Website,Course_Lang,Availability,Description,Career_Outcomes,Country,Online,Offline,Distance,Face_to_Face,Blended,Remarks,Subject_or_Unit_1,Subject_Objective_1,Subject_Description_1,Subject_or_Unit_2,Subject_Objective_2,Subject_Description_2,Subject_or_Unit_3,Subject_Objective_3,Subject_Description_3,Subject_or_Unit_4,Subject_Objective_4,Subject_Description_4,Subject_or_Unit_5,Subject_Objective_5,Subject_Description_5,Subject_or_Unit_6,Subject_Objective_6,Subject_Description_6,Subject_or_Unit_7,Subject_Objective_7,Subject_Description_7,Subject_or_Unit_8,Subject_Objective_8,Subject_Description_8,Subject_or_Unit_9,Subject_Objective_9,Subject_Description_9,Subject_or_Unit_10,Subject_Objective_10,Subject_Description_10,Subject_or_Unit_11,Subject_Objective_11,Subject_Description_11,Subject_or_Unit_12,Subject_Objective_12,Subject_Description_12,Subject_or_Unit_13,Subject_Objective_13,Subject_Description_13,Subject_or_Unit_14,Subject_Objective_14,Subject_Description_14,Subject_or_Unit_15,Subject_Objective_15,Subject_Description_15,Subject_or_Unit_16,Subject_Objective_16,Subject_Description_16,Subject_or_Unit_17,Subject_Objective_17,Subject_Description_17,Subject_or_Unit_18,Subject_Objective_18,Subject_Description_18,Subject_or_Unit_19,Subject_Objective_19,Subject_Description_19,Subject_or_Unit_20,Subject_Objective_20,Subject_Description_20,Subject_or_Unit_21,Subject_Objective_21,Subject_Description_21,Subject_or_Unit_22,Subject_Objective_22,Subject_Description_22,Subject_or_Unit_23,Subject_Objective_23,Subject_Description_23,Subject_or_Unit_24,Subject_Objective_24,Subject_Description_24,Subject_or_Unit_25,Subject_Objective_25,Subject_Description_25,Subject_or_Unit_26,Subject_Objective_26,Subject_Description_26,Subject_or_Unit_27,Subject_Objective_27,Subject_Description_27,Subject_or_Unit_28,Subject_Objective_28,Subject_Description_28,Subject_or_Unit_29,Subject_Objective_29,Subject_Description_29,Subject_or_Unit_30,Subject_Objective_30,Subject_Description_30,Subject_or_Unit_31,Subject_Objective_31,Subject_Description_31,Subject_or_Unit_32,Subject_Objective_32,Subject_Description_32,Subject_or_Unit_33,Subject_Objective_33,Subject_Description_33,Subject_or_Unit_34,Subject_Objective_34,Subject_Description_34,Subject_or_Unit_35,Subject_Objective_35,Subject_Description_35,Subject_or_Unit_36,Subject_Objective_36,Subject_Description_36,Subject_or_Unit_37,Subject_Objective_37,Subject_Description_37,Subject_or_Unit_38,Subject_Objective_38,Subject_Description_38,Subject_or_Unit_39,Subject_Objective_39,Subject_Description_39,Subject_or_Unit_40,Subject_Objective_40,Subject_Description_40
PG,Macquarie University,North Ryde,Graduate Diploma of Management,Business & Commerce & Finance & Accounting,"40,000",,AUD,Years,1,Year,Yes,Yes,,,,,https://courses.mq.edu.au/2021/domestic/postgraduate/graduate-diploma-of-management,English,D,"Expert insights into a particular field of management are the focus of our Graduate Diploma of Management.
This program is designed for tomorrow's functional business leaders and those who want to consolidate work experience or advance their career in a certain field. The Graduate Diploma provides an ideal starting point if you need a thorough grounding in theory to progress, or have been away from study for some time. You may also credit successfully completed units towards the Master of Business Administration (MBA) program.",,Australia,No,Yes,No,Yes,No,,Business Strategy,,,Managing People,,,Leadership Practice and Development,,,Negotiation: Theory and Practice,,,Special Topics in Management II,,,Accounting for Managers,,,Marketing Management,,,Big Data and Decision Making,,,Managerial Economics,,,Finance for Managers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Macquarie University,,Graduate Diploma of Special Education is unavailable,,,,AUD,Years,,,No,No,,,,,https://courses.mq.edu.au/2021/domestic/postgraduate/graduate-diploma-of-special-education,English,N,,,Australia,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG,Macquarie University,North Ryde,Graduate Diploma of Translating and Interpreting,Humanities and Social Science,"21,600",,AUD,Years,1,Year,Yes,Yes,,,,,https://courses.mq.edu.au/2021/domestic/postgraduate/graduate-diploma-of-translating-and-interpreting,English,D,The Graduate Diploma of Translating and Interpreting is designed to meet the needs of proficient bilinguals who aim to work as professional translators and interpreters. You’ll acquire the skills and knowledge required to perform translating and interpreting in a range of institutional settings common to community and commercial translating and interpreting practice in Australia and overseas.,,Australia,No,Yes,No,Yes,No,,Applied Translation Practice,,,Introduction to Interpreting Practice,,,Approaches to Translation and Interpreting,,,General Translation Practice,,,Intermediate Interpreting Practice,,,Cultural and Literary Translation/Transcreation,,,Introduction to Translation and Interpreting,,,Technology for Translating and Interpreting,,,Accessible Communication,,,Audiovisual Translation and Accessibility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG,Macquarie University,"North Ryde, Off-campus",Graduate Certificate of Ancient History,Humanities and Social Science,"10,800",,AUD,Years,6,Years,Yes,Yes,,,,,https://courses.mq.edu.au/2021/domestic/postgraduate/graduate-certificate-of-ancient-history,English,D,"Learn about ancient civilizations in the Graduate Certificate of Ancient History.
This course will provide you with a foundation in Ancient History, and the possibility to advance into the Master of Ancient History.",PROFESSIONS: cultural heritage specialist. educator. librarian. museum curator. researcher. tourism and travel consultantEMPLOYERS: educational institutions. libraries. museums,Australia,No,Yes,No,Yes,No,,Ancient Language Studies: Foundation in Ancient Language,,,Archaeological and Historical Studies: Foundation in Archaeology or History,,,Ancient Languages Foundation,,,Ancient Historiographical and Historical Studies: Foundation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG,Macquarie University,"North Ryde, Off-campus",Graduate Certificate of Applied Statistics,Business & Commerce & Finance & Accounting,"14,400",,AUD,Years,,,Yes,Yes,,,,,https://courses.mq.edu.au/2021/domestic/postgraduate/graduate-certificate-of-applied-statistics,English,D,"Risk prediction. Weather forecasts. Market research. Finance. Population growth. Emergency preparedness. Political campaigns. Insurance. Astronomy. Statistics plays a vital role in these endeavours and many more like them. As the world becomes increasingly dependent on analysing and interpreting data, the demand for highly trained statisticians continues to grow. This course will provide you with the knowledge and skills to advance your career in this increasingly important field.
This is an entry pathway for Master of Applied Statistics. For more information, visit courses.mq.edu.au/MAppStat.",,Australia,No,Yes,No,Yes,No,,Bayesian Data Analysis,,,Linear Models,,,Multivariate Analysis,,,Generalized Linear Models,,,Modern Computational Statistical Methods,,,Applied Statistics,,,Introduction to Probability,,,"Graphics, Multivariate Methods and Data Mining",,,Design of Surveys and Experiments,,,Time Series,,,Statistical Graphics,,,Survival Analysis,,,Introductory Statistics,,,Statistical Inference,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG,Macquarie University,"North Ryde, Off-campus",Graduate Certificate of Conservation Biology,Business & Commerce & Finance & Accounting,"3,975",,AUD,Years,,,Yes,Yes,,,,,https://courses.mq.edu.au/2021/domestic/postgraduate/graduate-certificate-of-conservation-biology,English,D,"This Graduate Certificate program focuses on the theory, practice and ethics of biodiversity conservation and wildlife biology, from the level of wild populations to entire ecosystems. An emphasis is placed on the unique biodiversity of Australia and its connections with the rest of the globe. The program will suit current practitioners wishing to upgrade their knowledge and skills as well as those seeking employment in this sector.",,Australia,No,Yes,No,Yes,No,,Regional and Global Conservation,,,Ecology,,,Contemporary Conservation in Australia,,,Biological Data Analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG,Macquarie University,"North Ryde, Off-campus",Graduate Certificate of Early Childhood,Humanities and Social Science,"1,975",,AUD,Years,6,Years,Yes,Yes,,,,,https://courses.mq.edu.au/2021/domestic/postgraduate/graduate-certificate-of-early-childhood,English,D,"The Graduate Certificate of Early Childhood offers an opportunity for students with an Australian Bachelor degree or equivalent in a discipline other than Early Childhood Education, to qualify for entry into Macquarie's Masters programs in Early Childhood Education.
As a Postgraduate award, graduates will be able to develop an understanding of contemporary research-based knowledge of early childhood principles and practice in selected areas. The Graduate Certificate in Early Childhood will provide an ENTRY for students from non-cognate backgrounds into the Master of Early Childhood.",,Australia,No,Yes,No,Yes,No,,Language and Literacy in Early Childhood,,,Educational Research,,,Early Childhood Development Research and Practice,,,"Learning Through Mathematics, Science and Technology in Early Childhood Settings",,,Families in Context,,,Early Childhood Philosophy and Pedagogy,,,Early Childhood Development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG,Macquarie University,Online,Graduate Certificate of Editing and Electronic Publishing,Humanities and Social Science,"10,800",,AUD,Years,1,Year,Yes,Yes,,,,,https://courses.mq.edu.au/2021/domestic/postgraduate/graduate-certificate-of-editing-and-electronic-publishing,English,D,"The Graduate Certificate of Editing and Electronic Publishing is designed for practising editors who are looking to consolidate and expand their skill set into new areas of publishing, or for students entering the award with more limited editing experience wanting to gain a qualification that will aid their employment prospects in the industry.
It provides the academic tools to make informed decisions about preparing a text for publication, using linguistic knowledge including grammar, cohesion and regional variation.",,Australia,Yes,Yes,No,Yes,No,,Tools for Editing,,,"Language, Writing and Editing",,,"Communication, Publishing and Editing",,,Content Management for Print and Online Delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG,Macquarie University,"North Ryde, Online",Graduate Certificate of Education,Education,"10,800",,AUD,Years,6,Years,Yes,Yes,,,,,https://courses.mq.edu.au/2021/domestic/postgraduate/graduate-certificate-of-education,English,D,"Changing educational environments present diverse challenges and opportunities for teachers. Developing your professional knowledge and skills at an advanced level can prepare you to respond effectively to such challenges.
This course will develop your understanding of educational principles, pedagogy, practice and policy in selected areas. It offers you opportunities to refine and enhance your knowledge and skills in three key areas: accessing the most up-to-date sources of research and scholarship in your specialist area, analysing and synthesising highly technical literature, and effectively communicating the results to both academic and non-academic audiences.",PROFESSIONS: Classroom leadership role. Designing and leading a range of interdisciplinary STEM education programs. Education administrator. Educational researcher. Mentor. Policymaker. Teaching and learning technology developerEMPLOYERS: Catholic Education. Government departments focusing on education. Non-government organisations. Private and public schools. Training agencies,Australia,Yes,Yes,No,Yes,No,,Educational Assessment,,,Inclusive and Special Education,,,Learner Development: Advances in Research and Practice,,,EDST units at 8000 level,,,,,,"Enrichment, Thinking and Creativity in Curriculum",,,ECHE units at 8000 level,,,,,,Learning Technologies in School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG,Macquarie University,North Ryde,Graduate Certificate of Environment,Science and Health Science,"3,975",,AUD,Years,,,Yes,Yes,,,,,https://courses.mq.edu.au/2021/domestic/postgraduate/graduate-certificate-of-environment,English,D,"The state of the environment and the emergence of issues, such as environmental degradation, pollution, climate change and species extinction, are some of the major concerns of our time. Human activities are largely behind these issues, but addressing the impacts of human activities is also key to protecting and managing the environment for future generations.
This course is an ideal introduction to environmental studies if you’re coming from a non-scientific background. You’ll undertake a wide selection of foundational units to develop the core skills and knowledge you’ll need to understand contemporary environmental challenges.","PROFESSIONS: Environmental sustainability officer. Land care and catchment officer. Local council environmental officer. National parks officer. Research assistant. Resource project officerEMPLOYERS: Businesses and industries dealing with environmental issues, such as waste management, pollution and environment quality. Catchment management authorities. Community organisations. Environmental consultancies. Environmental protection authorities. Government environment departments. Local councils. Non-government organisations. Transport and infrastructure bodies. Universities",Australia,No,Yes,No,Yes,No,,"Urban Dynamics: Population, Housing and Regeneration",,,Introduction to Geographic Information Science and Remote Sensing,,,The Living Environment,,,"Climate Change, Energy and Our Future",,,Australian Environmental Futures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG,Macquarie University,North Ryde,Graduate Certificate of Environmental Planning,"Architecture, Building & Planning","3,975",,AUD,Years,1,Year,Yes,Yes,,,,,https://courses.mq.edu.au/2021/domestic/postgraduate/graduate-certificate-of-environmental-planning,English,D,"The Graduate Certificate of Environmental Planning provides you with the policy and legal foundations of planning practice in New South Wales, with a particular emphasis on the environmental and social dimensions of planning.
The Graduate Certificate is a quick way to acquire the core skills for planning practice.  It will make you more employable and capable of making a worthwhile difference to the places where you live and work.","PROFESSIONS: Environmental planner. Environmental consultant. Social planner. Statutory planner. Strategic plannerEMPLOYERS: Government, particularly at local and state levels.. Non-government organisations.. Specialist and multi-discplinary environmental management, planning and engineering consultancies in the private sector.",Australia,No,Yes,No,Yes,No,,Social Impact Assessment,,,Environmental Planning Law,,,Environmental Planning,,,Environmental Decision Making,,,Sustainable Urban Regions,,,"Planning, Development and Assessment",,,Environmental Impact Assessment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
